"","Feature","%IncMSE","%IncMSE.pval","IncNodePurity","IncNodePurity.pval"
"49","x37086_773_66441_15_02",1.58152627970777,0.0099009900990099,5772814.78306026,0.702970297029703
"50","x13140_819_50164_6_503",1.56390108721941,0.0099009900990099,19870165469.7079,0.0198019801980198
"51","x36341_1003_76724_14_83",1.55926031989283,0.0099009900990099,4079161209.82802,0.108910891089109
"52","x13702_1033_58646_6_727",1.50846013151209,0.0099009900990099,10844681411.5048,0.0495049504950495
"53","x35233_974_72506_14_516",1.50634557668192,0.0099009900990099,3636057661.5912,0.128712871287129
"54","x37977_680_69078_15_38",1.50551563805591,0.0099009900990099,204561166837.023,0.0099009900990099
"55","x7434_551_42627_4_404",1.50161459748835,0.0099009900990099,140865001736.77,0.0099009900990099
"56","x10969_468_4413_5_632",1.49936815308929,0.0099009900990099,7096999390.33872,0.0297029702970297
"57","x28190_880_68048_12_779",1.49662173120153,0.0099009900990099,2727875000.97116,0.158415841584158
"58","x13931_638_53599_6_821",1.49628712506385,0.0099009900990099,44732696614.7182,0.0396039603960396
"59","x36038_975_73669_14_701",1.48427087446867,0.0198019801980198,1166556724.14632,0.168316831683168
"60","x3334_676_42012_3_03",1.48185906868814,0.0099009900990099,15227177690.1152,0.0297029702970297
"61","x34656_959_79203_14_338",1.48132743104291,0.0099009900990099,35892461458.6732,0.0495049504950495
"62","x22289_581_56114_10_6",1.47026884719024,0.0198019801980198,1662110852.73475,0.178217821782178
"63","x18158_658_5111_8_547",1.46358589517962,0.0099009900990099,33947210.9818499,0.524752475247525
"64","x27548_776_55674_12_599",1.45321726954591,0.0198019801980198,2713191574.32093,0.099009900990099
"65","x21134_796_59119_10_006",1.45304172114203,0.0099009900990099,18391924516.5048,0.0495049504950495
"66","x14645_868_58404_7_146",1.44557685149759,0.0099009900990099,22550660148.9266,0.0396039603960396
"67","x38475_856_74047_15_581",1.43894497494263,0.0297029702970297,14312146050.1583,0.0594059405940594
"68","x23285_1122_01265_11_229",1.43479109569711,0.0099009900990099,2911757046.3787,0.188118811881188
"69","x11616_648_52073_5_845",1.43163170805648,0.0099009900990099,94306759613.1812,0.0099009900990099
"70","x35106_673_55601_14_423",1.4291846056021,0.0198019801980198,30424222743.4564,0.0297029702970297
"71","x16738_820_59209_8_038",1.42626128690604,0.0198019801980198,13821472844.6297,0.0396039603960396
